category,city,container,customer_id,customer_name,customer_segment,department,item,item_id,order_date,order_id,order_priority,postal_code,region,row_id,ship_date,ship_mode,state,days_to_ship,discount,kpi_-_profit_ratio,number_of_records,order_quantity,product_base_margin,profit,profit_ratio,sales,shipping_cost,unit_price,profit_margin,profit_per_unit
Paper,Manteca,Small Box,510,Gregory Rao,Corporate,Office Supplies,Xerox 1910,10021,2013-01-11,90058,Low,95336,West,19895,2013-01-11,Regular Air,California,0,0.02,Acceptable,1,3,0.37,105,0.6863,153,5,48,0.6862745098039216,35.0
Paper,Pembroke Pines,Small Box,2369,Mike G Hartman,Consumer,Office Supplies,Xerox 1903,10064,2013-01-11,90408,Low,33024,South,21582,2013-01-13,Regular Air,Florida,2,0.07,Poor,1,13,0.36,-42,-0.5455,77,6,6,-0.5454545454545454,-3.230769230769231
Office Furnishings,Post Falls,Large Box,3148,Leroy Field,Corporate,Furniture,Telescoping Adjustable Floor Lamp,10950,2013-01-12,89716,Medium,83854,West,24200,2013-01-12,Regular Air,Idaho,0,0.06,Poor,1,7,0.6,-67,-0.482,139,11,20,-0.48201438848920863,-9.571428571428571
Appliances,Germantown,Jumbo Drum,3225,Robyn Crawford,Small Business,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",10160,2013-01-12,86507,Not Specified,38138,South,22291,2013-01-12,Delivery Truck,Tennessee,0,0.1,Poor,1,4,0.58,-138,-0.1795,769,68,208,-0.17945383615084526,-34.5
Envelopes,Hendersonville,Small Box,3226,Arthur Gold,Small Business,Office Supplies,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,10191,2013-01-12,86507,Not Specified,37075,South,22292,2013-01-13,Regular Air,Tennessee,1,0.07,Poor,1,2,0.4,-12,-0.0656,183,20,90,-0.06557377049180328,-6.0
Pens & Art Supplies,Hendersonville,Wrap Bag,3226,Arthur Gold,Small Business,Office Supplies,Newell 336,10799,2013-01-12,86507,Not Specified,37075,South,22294,2013-01-13,Regular Air,Tennessee,1,0.02,Poor,1,4,0.56,-105,-5.8333,18,1,4,-5.833333333333333,-26.25
Chairs & Chairmats,Rexburg,Jumbo Drum,3149,Harriet Moore,Corporate,Furniture,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,10592,2013-01-12,89716,Medium,83440,West,24202,2013-01-14,Delivery Truck,Idaho,2,0.06,Acceptable,1,6,0.57,972,0.498,1952,59,321,0.4979508196721312,162.0
Office Furnishings,Hendersonville,Small Pack,3226,Arthur Gold,Small Business,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",10185,2013-01-12,86507,Not Specified,37075,South,22293,2013-01-14,Express Air,Tennessee,2,0.01,Acceptable,1,1,0.45,239,18.3846,13,7,9,18.384615384615383,239.0
Paper,Allentown,Small Box,772,Jean Webster,Small Business,Office Supplies,Xerox 1939,10792,2013-01-12,88666,Critical,18103,East,22877,2013-01-14,Express Air,Pennsylvania,2,0.1,Poor,1,3,0.37,-9,-0.1579,57,10,19,-0.15789473684210525,-3.0
Appliances,Allentown,Small Box,772,Jean Webster,Small Business,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,11005,2013-01-12,88666,Critical,18103,East,22875,2013-01-14,Regular Air,Pennsylvania,2,0.08,Poor,1,7,0.58,-209,-3.7321,56,9,8,-3.732142857142857,-29.857142857142858
Office Machines,Salinas,Jumbo Drum,1636,Sidney Greenberg,Home Office,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,11251,2013-01-12,89704,Critical,93905,West,19144,2013-01-14,Delivery Truck,California,2,0.08,Poor,1,5,0.4,-273,-0.4849,563,56,116,-0.4849023090586146,-54.6
Pens & Art Supplies,Salinas,Wrap Bag,1636,Sidney Greenberg,Home Office,Office Supplies,Newell 336,10799,2013-01-12,89704,Critical,93905,West,19145,2013-01-15,Regular Air,California,3,0.08,Acceptable,1,7,0.56,11,0.3793,29,1,4,0.3793103448275862,1.5714285714285714
Binders and Binder Accessories,Battle Creek,Small Box,1405,Crystal Floyd,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,11215,2013-01-13,86144,Not Specified,49017,Central,23297,2013-01-13,Regular Air,Michigan,0,0.0,Poor,1,12,0.38,-33,-0.2946,112,6,9,-0.29464285714285715,-2.75
Binders and Binder Accessories,Irving,Small Box,1402,Wesley Tate,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,11215,2013-01-13,37729,Not Specified,75061,Central,5297,2013-01-13,Regular Air,Texas,0,0.0,Poor,1,48,0.38,-43,-0.096,448,6,9,-0.09598214285714286,-0.8958333333333334
Office Furnishings,Hattiesburg,Small Box,1632,Lori Wolfe,Home Office,Furniture,"6"" Cubicle Wall Clock, Black",10230,2013-01-13,90530,High,39401,South,19769,2013-01-14,Express Air,Mississippi,1,0.08,Acceptable,1,6,0.49,16,0.3333,48,8,8,0.3333333333333333,2.6666666666666665
Pens & Art Supplies,Knoxville,Wrap Bag,152,Kent Kerr,Consumer,Office Supplies,Newell 335,10903,2013-01-13,89520,Critical,37918,South,21103,2013-01-14,Regular Air,Tennessee,1,0.09,Poor,1,2,0.56,-173,-28.8333,6,1,3,-28.833333333333332,-86.5
Paper,West Mifflin,Wrap Bag,145,Rhonda Ivey,Small Business,Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",11098,2013-01-13,91086,Medium,15122,East,24849,2013-01-15,Regular Air,Pennsylvania,2,0.06,Poor,1,2,0.38,2,0.1333,15,2,7,0.13333333333333333,1.0
Paper,Lombard,Small Box,3035,Mark Bailey,Home Office,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),10074,2013-01-13,89128,Low,60148,Central,18950,2013-01-18,Regular Air,Illinois,5,0.01,Poor,1,10,0.36,-76,-1.434,53,5,5,-1.4339622641509433,-7.6
Paper,Lombard,Wrap Bag,3035,Mark Bailey,Home Office,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",10079,2013-01-13,89128,Low,60148,Central,18951,2013-01-18,Regular Air,Illinois,5,0.04,Acceptable,1,12,0.39,52,0.6842,76,1,6,0.6842105263157895,4.333333333333333
Pens & Art Supplies,Southbury,Wrap Bag,3385,Daniel Richmond,Corporate,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",11012,2013-01-14,88745,Low,6488,East,22341,2013-01-14,Express Air,Connecticut,0,0.04,Poor,1,5,0.57,-22,-1.375,16,2,3,-1.375,-4.4
Binders and Binder Accessories,Coachella,Small Box,3133,Kristine Singleton,Corporate,Office Supplies,Fellowes Black Plastic Comb Bindings,10646,2013-01-14,86789,Medium,92236,West,22459,2013-01-15,Regular Air,California,1,0.1,Poor,1,12,0.39,-350,-5.3846,65,8,6,-5.384615384615385,-29.166666666666668
Rubber Bands,Coachella,Wrap Bag,3133,Kristine Singleton,Corporate,Office Supplies,Assorted Color Push Pins,10138,2013-01-14,86789,Medium,92236,West,22460,2013-01-15,Regular Air,California,1,0.03,Acceptable,1,10,0.52,4,0.2105,19,1,2,0.21052631578947367,0.4
Storage & Organization,Hot Springs,Small Box,1697,Holly Osborne,Home Office,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",10896,2013-01-14,86338,Medium,71901,South,24941,2013-01-15,Regular Air,Arkansas,1,0.0,Poor,1,9,0.57,-254,-1.9538,130,6,13,-1.9538461538461538,-28.22222222222222
Tables,Woodmere,Jumbo Box,1603,Dwight Pentecost,Small Business,Furniture,"Bevis Round Conference Table Top, X-Base",10550,2013-01-14,89679,Critical,11598,East,23534,2013-01-16,Delivery Truck,New York,2,0.05,Poor,1,1,0.76,-537,-2.8717,187,29,179,-2.871657754010695,-537.0
Office Furnishings,Laurel,Medium Box,2924,Courtney Nelson,Consumer,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",10535,2013-01-14,86591,Critical,20707,East,18345,2013-01-16,Regular Air,Maryland,2,0.02,Poor,1,2,0.69,-106,-0.467,227,14,111,-0.4669603524229075,-53.0
Paper,Laurel,Wrap Bag,2924,Courtney Nelson,Consumer,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",11122,2013-01-14,86591,Critical,20707,East,18346,2013-01-16,Regular Air,Maryland,2,0.01,Acceptable,1,8,0.4,45,0.6522,69,3,8,0.6521739130434783,5.625
Rubber Bands,Woodmere,Wrap Bag,1603,Dwight Pentecost,Small Business,Office Supplies,Stockwell Push Pins,10573,2013-01-14,89679,Critical,11598,East,23533,2013-01-16,Regular Air,New York,2,0.09,Poor,1,9,0.52,2,0.1053,19,1,2,0.10526315789473684,0.2222222222222222
Office Furnishings,Dallas,Small Pack,667,Allison Kirby,Corporate,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",10593,2013-01-14,22147,Low,75203,Central,3086,2013-01-18,Regular Air,Texas,4,0.04,Poor,1,37,0.44,70,0.0841,832,9,23,0.08413461538461539,1.8918918918918919
Office Furnishings,Murfreesboro,Small Pack,665,Miriam Mueller,Corporate,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",10593,2013-01-14,88677,Low,37130,South,21086,2013-01-18,Regular Air,Tennessee,4,0.04,Poor,1,9,0.44,-678,-3.3564,202,9,23,-3.3564356435643563,-75.33333333333333
Telephones and Communication,Southbury,Small Box,3385,Daniel Richmond,Corporate,Technology,M70,11143,2013-01-14,88745,Low,6488,East,22342,2013-01-19,Regular Air,Connecticut,5,0.01,Acceptable,1,6,0.59,426,0.6256,681,9,126,0.6255506607929515,71.0
Paper,Dallas,Small Box,1873,Lisa Kim,Corporate,Office Supplies,Xerox 1991,10785,2013-01-15,90099,Medium,75203,Central,19416,2013-01-15,Regular Air,Texas,0,0.06,Poor,1,7,0.39,-358,-2.3553,152,8,23,-2.3552631578947367,-51.142857142857146
Labels,Irving,Small Box,592,Eva Silverman,Small Business,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",11013,2013-01-15,86307,Critical,75061,Central,19781,2013-01-15,Regular Air,Texas,0,0.08,Poor,1,10,0.39,-240,-0.8392,286,20,31,-0.8391608391608392,-24.0
Pens & Art Supplies,Boston,Wrap Bag,2618,Amy Hamrick Melvin,Corporate,Office Supplies,Newell 309,10773,2013-01-15,46884,Medium,2129,East,6587,2013-01-16,Regular Air,Massachusetts,1,0.1,Poor,1,25,0.55,16,0.0571,280,2,12,0.05714285714285714,0.64
Pens & Art Supplies,Clarksville,Small Pack,2725,Katharine Hudson,Home Office,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",10100,2013-01-15,88958,Not Specified,37042,South,22612,2013-01-16,Regular Air,Tennessee,1,0.05,Poor,1,10,0.55,-66,-0.234,282,6,28,-0.23404255319148937,-6.6
Appliances,Cranston,Jumbo Drum,366,Patrick Rosenthal,Small Business,Office Supplies,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",10211,2013-01-15,87347,Medium,2910,East,18278,2013-01-17,Delivery Truck,Rhode Island,2,0.05,Acceptable,1,6,0.57,412,0.2093,1968,91,328,0.20934959349593496,68.66666666666667
Paper,Meridian,Wrap Bag,1702,Sandra Berry,Home Office,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",11244,2013-01-15,90473,Medium,39301,South,24159,2013-01-17,Express Air,Mississippi,2,0.05,Acceptable,1,3,0.36,20,1.4286,14,2,4,1.4285714285714286,6.666666666666667
Envelopes,Dallas,Small Box,1873,Lisa Kim,Corporate,Office Supplies,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,10191,2013-01-15,90099,Medium,75203,Central,19415,2013-01-17,Regular Air,Texas,2,0.03,Acceptable,1,1,0.4,15,0.15,100,20,90,0.15,15.0
Envelopes,Boston,Small Box,2618,Amy Hamrick Melvin,Corporate,Office Supplies,Security-Tint Envelopes,10982,2013-01-15,46884,Medium,2129,East,6585,2013-01-17,Regular Air,Massachusetts,2,0.1,Poor,1,18,0.36,16,0.1231,130,1,8,0.12307692307692308,0.8888888888888888
Pens & Art Supplies,Coachella,Wrap Bag,593,Joel Huffman,Small Business,Office Supplies,Newell 323,10841,2013-01-15,86307,Critical,92236,West,19782,2013-01-17,Regular Air,California,2,0.01,Poor,1,12,0.59,-53,-2.65,20,2,2,-2.65,-4.416666666666667
Telephones and Communication,Boston,Small Box,2618,Amy Hamrick Melvin,Corporate,Technology,Item 10385,10385,2013-01-15,46884,Medium,2129,East,6586,2013-01-17,Regular Air,Massachusetts,2,0.0,Poor,1,3,0.59,-816,-2.4214,337,3,126,-2.421364985163205,-272.0
Computer Peripherals,Northport,Small Pack,1719,Russell W Melton,Corporate,Technology,Maxell DVD-RAM Discs,10434,2013-01-15,90786,Medium,35473,South,20619,2013-01-17,Regular Air,Alabama,2,0.06,Poor,1,8,0.42,-145,-1.1328,128,2,16,-1.1328125,-18.125
Appliances,Meridian,Small Box,1702,Sandra Berry,Home Office,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",11168,2013-01-15,90473,Medium,39301,South,24158,2013-01-18,Regular Air,Mississippi,3,0.05,Poor,1,3,0.43,-220,-4.8889,45,13,15,-4.888888888888889,-73.33333333333333
Binders and Binder Accessories,Dallas,Small Box,2443,Danny Richmond,Corporate,Office Supplies,Avery Arch Ring Binders,10657,2013-01-16,89299,High,75203,Central,21084,2013-01-16,Regular Air,Texas,0,0.05,Acceptable,1,13,0.38,1634,2.2111,739,1,58,2.2110960757780784,125.6923076923077
Envelopes,Tupelo,Small Box,1971,Marsha Roy,Corporate,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",11180,2013-01-16,91550,Medium,38801,South,26220,2013-01-17,Regular Air,Mississippi,1,0.02,Poor,1,3,0.35,-260,-7.4286,35,6,12,-7.428571428571429,-86.66666666666667
Chairs & Chairmats,Willow Grove,Jumbo Drum,1972,Howard Hendricks,Corporate,Furniture,Global Leather Executive Chair,11104,2013-01-16,91550,Medium,19090,East,26223,2013-01-18,Delivery Truck,Pennsylvania,2,0.05,Acceptable,1,6,0.55,1470,0.6901,2130,39,351,0.6901408450704225,245.0
Office Machines,Willow Grove,Small Box,1972,Howard Hendricks,Corporate,Technology,"AT&T Black Trimline Phone, Model 210",11204,2013-01-16,91550,Medium,19090,East,26224,2013-01-18,Express Air,Pennsylvania,2,0.04,Poor,1,5,0.49,-84,-1.012,83,9,16,-1.0120481927710843,-16.8
Pens & Art Supplies,Santa Fe,Wrap Bag,259,Edward Pugh,Consumer,Office Supplies,Newell 340,11149,2013-01-17,85857,Low,87505,West,18011,2013-01-17,Regular Air,New Mexico,0,0.09,Acceptable,1,10,0.56,6,0.2308,26,1,3,0.23076923076923078,0.6
Office Machines,South Burlington,Jumbo Box,659,Marjorie Arthur,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,11170,2013-01-17,91212,Critical,5403,East,20875,2013-01-18,Delivery Truck,Vermont,1,0.0,Poor,1,5,0.39,-126,-0.2045,616,56,120,-0.20454545454545456,-25.2
Appliances,Southbury,Small Box,3095,Milton Lindsay,Consumer,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,10039,2013-01-17,86220,Critical,6488,East,20357,2013-01-19,Regular Air,Connecticut,2,0.09,Acceptable,1,5,0.55,684,0.6902,991,1,207,0.6902119071644803,136.8
Paper,Oxford,Small Box,657,Derek McCormick,Consumer,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,11073,2013-01-17,91212,Critical,1540,East,20874,2013-01-19,Regular Air,Massachusetts,2,0.1,Poor,1,1,0.37,-24,-1.2,20,9,19,-1.2,-24.0
Appliances,Sanford,Small Box,3155,Julian Keith Mayer,Corporate,Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",10425,2013-01-18,86898,Critical,32771,South,23392,2013-01-19,Regular Air,Florida,1,0.02,Poor,1,9,0.57,-194,-0.3579,542,4,60,-0.35793357933579334,-21.555555555555557
Chairs & Chairmats,Holladay,Jumbo Drum,1989,David Weaver,Home Office,Furniture,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,10949,2013-01-19,90000,Not Specified,84117,West,22600,2013-01-20,Delivery Truck,Utah,1,0.04,Acceptable,1,8,0.64,883,0.3213,2748,59,356,0.32132459970887917,110.375
Office Furnishings,Des Moines,Large Box,2855,Vicki Womble,Corporate,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10278,2013-01-19,87316,Medium,98198,West,23043,2013-01-20,Regular Air,Washington,1,0.03,Acceptable,1,10,0.61,618,0.5954,1038,24,105,0.5953757225433526,61.8
Labels,Pittsburgh,Small Box,2797,Cameron Kendall,Corporate,Office Supplies,Avery 508,10955,2013-01-19,87553,Medium,15122,East,23350,2013-01-20,Regular Air,Pennsylvania,1,0.02,Acceptable,1,9,0.36,30,0.6977,43,1,5,0.6976744186046512,3.3333333333333335
Binders and Binder Accessories,Des Moines,Small Box,2855,Vicki Womble,Corporate,Office Supplies,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,10552,2013-01-19,87316,Medium,98198,West,23042,2013-01-20,Regular Air,Washington,1,0.08,Poor,1,10,0.35,-13,-0.1711,76,5,8,-0.17105263157894737,-1.3
Paper,Holladay,Small Box,1989,David Weaver,Home Office,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,10765,2013-01-19,90000,Not Specified,84117,West,22601,2013-01-20,Regular Air,Utah,1,0.09,Poor,1,5,0.37,7,0.0753,93,9,20,0.07526881720430108,1.4
Computer Peripherals,Wooster,Small Pack,1473,Paul Puckett,Home Office,Technology,"Memorex Slim 80 Minute CD-R, 10/Pack",10916,2013-01-19,87076,Critical,44691,East,24937,2013-01-20,Express Air,Ohio,1,0.04,Acceptable,1,9,0.43,61,0.6854,89,2,10,0.6853932584269663,6.777777777777778
Tables,Cleveland Heights,Jumbo Box,263,Carlos Hess,Small Business,Furniture,Hon iLevel™ Computer Training Table,10883,2013-01-19,86297,High,44106,East,22370,2013-01-21,Delivery Truck,Ohio,2,0.05,Poor,1,9,0.65,-2178,-7.1645,304,46,32,-7.1644736842105265,-242.0
Binders and Binder Accessories,Sioux City,Small Box,2796,Cindy McLeod,Corporate,Office Supplies,"Premier Elliptical Ring Binder, Black",10170,2013-01-19,87553,Medium,51106,Central,23351,2013-01-21,Regular Air,Iowa,2,0.02,Acceptable,1,12,0.37,267,0.6899,387,1,30,0.689922480620155,22.25
Office Furnishings,Miami,Small Box,1959,Bonnie Matthews Rowland,Corporate,Furniture,"Career Cubicle Clock, 8 1/4"", Black",11080,2013-01-20,28225,Critical,33916,South,3956,2013-01-20,Regular Air,Florida,0,0.0,Poor,1,9,0.47,-66,-0.3204,206,14,20,-0.32038834951456313,-7.333333333333333
Binders and Binder Accessories,Auburn,Small Box,2457,Yvonne Collier,Home Office,Office Supplies,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",10660,2013-01-20,89218,High,13021,East,25535,2013-01-20,Regular Air,New York,0,0.02,Poor,1,9,0.36,-22,-0.156,141,10,15,-0.15602836879432624,-2.4444444444444446
Tables,Dallas,Jumbo Box,2873,Benjamin Gunter,Small Business,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",11263,2013-01-20,89872,Medium,75203,Central,25725,2013-01-21,Delivery Truck,Texas,1,0.0,Acceptable,1,10,0.68,394,0.1733,2273,29,218,0.17333919929608446,39.4
Office Furnishings,Mobile,Medium Box,2456,Joan Beach,Home Office,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",10662,2013-01-20,89218,High,36608,South,25537,2013-01-21,Express Air,Alabama,1,0.02,Poor,1,11,0.67,-906,-0.897,1010,40,92,-0.897029702970297,-82.36363636363636
Computer Peripherals,Kingsport,Small Box,151,Geoffrey Zhu,Home Office,Technology,PC Concepts 116 Key Quantum 3000 Keyboard,10801,2013-01-20,89521,Critical,37664,South,19058,2013-01-21,Regular Air,Tennessee,1,0.09,Poor,1,2,0.75,-20,-0.3226,62,6,33,-0.3225806451612903,-10.0
Computer Peripherals,Mobile,Small Box,2456,Joan Beach,Home Office,Technology,Motorola SB4200 Cable Modem,10661,2013-01-20,89218,High,36608,South,25536,2013-01-21,Regular Air,Alabama,1,0.07,Acceptable,1,7,0.48,733,0.6165,1189,20,180,0.616484440706476,104.71428571428571
Storage & Organization,Killingly Center,Large Box,1438,Jean Weiss Diaz,Corporate,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",10426,2013-01-20,90120,Critical,6241,East,21955,2013-01-22,Regular Air,Connecticut,2,0.01,Poor,1,3,0.83,-409,-1.5261,268,35,81,-1.5261194029850746,-136.33333333333334
Labels,Dallas,Small Box,2873,Benjamin Gunter,Small Business,Office Supplies,Avery 498,10986,2013-01-20,89872,Medium,75203,Central,25724,2013-01-22,Regular Air,Texas,2,0.07,Acceptable,1,12,0.38,442,13.3939,33,1,3,13.393939393939394,36.833333333333336
Bookcases,Harrison,Jumbo Box,2896,Anna Ellis,Home Office,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",11234,2013-01-20,86925,Low,10528,East,19909,2013-01-24,Delivery Truck,New York,4,0.02,Acceptable,1,8,0.62,4861,0.69,7045,45,881,0.6899929027679205,607.625
"Scissors, Rulers and Trimmers",Newton,Small Pack,1692,Rhonda Schroeder,Consumer,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",11026,2013-01-21,90189,Not Specified,67114,Central,19481,2013-01-22,Regular Air,Kansas,1,0.0,Poor,1,5,0.58,-123,-3.2368,38,8,7,-3.236842105263158,-24.6
Paper,Reston,Small Box,1693,Melinda Thornton,Consumer,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",11160,2013-01-21,90189,Not Specified,20190,South,19482,2013-01-23,Regular Air,Virginia,2,0.07,Poor,1,11,0.4,-29,-0.0843,344,6,31,-0.08430232558139535,-2.6363636363636362
Computer Peripherals,Parkland,Small Box,3350,Amy York,Small Business,Technology,Keytronic 105-Key Spanish Keyboard,10873,2013-01-21,91296,Medium,98444,West,21485,2013-01-23,Regular Air,Washington,2,0.01,Poor,1,5,0.67,-29,-0.0755,384,12,74,-0.07552083333333333,-5.8
Appliances,Wheat Ridge,Medium Box,830,Douglas Sutton,Corporate,Office Supplies,Holmes Odor Grabber,10844,2013-01-22,90270,High,80033,West,20664,2013-01-22,Regular Air,Colorado,0,0.01,Poor,1,6,0.52,-14,-0.1556,90,7,14,-0.15555555555555556,-2.3333333333333335
Chairs & Chairmats,Vincennes,Large Box,1281,Pauline Denton,Small Business,Furniture,Safco Contoured Stacking Chairs,10555,2013-01-22,89112,Low,47591,Central,22125,2013-01-24,Regular Air,Indiana,2,0.1,Acceptable,1,8,0.0,875,0.493,1775,24,238,0.49295774647887325,109.375
Chairs & Chairmats,Philadelphia,Large Box,1282,Dana Sharpe,Small Business,Furniture,Safco Contoured Stacking Chairs,10555,2013-01-22,29319,Low,19134,East,4125,2013-01-24,Regular Air,Pennsylvania,2,0.1,Poor,1,30,0.0,461,0.0693,6654,24,238,0.06928163510670274,15.366666666666667
